"orgs_short","Freq"
"Microbacterium aurum",1
"Microbacterium barkeri",1
"Microbacterium chocolatum",1
"Microbacterium enclense",1
"Microbacterium esteraromaticum",1
"Microbacterium ginsengisoli",1
"Microbacterium gorillae",1
"Microbacterium gubbeenense",1
"Microbacterium humi",1
"Microbacterium indicum",1
"Microbacterium ketosireducens",1
"Microbacterium luticocti",1
"Microbacterium mangrovi",1
"Microbacterium maritypicum",1
"Microbacterium paludicola",1
"Microbacterium profundi",1
"Microbacterium pygmaeum",1
"Microbacterium resistens",1
"Microbacterium sediminis",1
"Microbacterium sp. 1.5R",1
"Microbacterium sp. 11MF",1
"Microbacterium sp. 13-71-7",1
"Microbacterium sp. 14-71-5",1
"Microbacterium sp. 292MF",1
"Microbacterium sp. 3J1",1
"Microbacterium sp. 67-17",1
"Microbacterium sp. 69-10",1
"Microbacterium sp. 69-7",1
"Microbacterium sp. 70-16",1
"Microbacterium sp. 70-38",1
"Microbacterium sp. 71-23",1
"Microbacterium sp. 71-36",1
"Microbacterium sp. 77mftsu3.1",1
"Microbacterium sp. Ag1",1
"Microbacterium sp. AISO3",1
"Microbacterium sp. AO20a11",1
"Microbacterium sp. AR7-10",1
"Microbacterium sp. B19",1
"Microbacterium sp. B24",1
"Microbacterium sp. BH-3-3-3",1
"Microbacterium sp. C448",1
"Microbacterium sp. CCH5-D1",1
"Microbacterium sp. cf046",1
"Microbacterium sp. cf332",1
"Microbacterium sp. CF335",1
"Microbacterium sp. CGR1",1
"Microbacterium sp. CH1",1
"Microbacterium sp. CH12i",1
"Microbacterium sp. cl127",1
"Microbacterium sp. cl140",1
"Microbacterium sp. Cr-K1W",1
"Microbacterium sp. Cr-K20",1
"Microbacterium sp. Cr-K29",1
"Microbacterium sp. Cr-K32",1
"Microbacterium sp. CSI-V",1
"Microbacterium sp. GCS4",1
"Microbacterium sp. H83",1
"Microbacterium sp. HM58-2",1
"Microbacterium sp. KROCY2",1
"Microbacterium sp. LCT-H2",1
"Microbacterium sp. Leaf151",1
"Microbacterium sp. Leaf159",1
"Microbacterium sp. Leaf161",1
"Microbacterium sp. Leaf179",1
"Microbacterium sp. Leaf203",1
"Microbacterium sp. Leaf288",1
"Microbacterium sp. Leaf320",1
"Microbacterium sp. Leaf347",1
"Microbacterium sp. Leaf351",1
"Microbacterium sp. Leaf436",1
"Microbacterium sp. LEMMJ01",1
"Microbacterium sp. LKL04",1
"Microbacterium sp. MEJ108Y",1
"Microbacterium sp. MRS-1",1
"Microbacterium sp. No.",1
"Microbacterium sp. oral",1
"Microbacterium sp. PAMC",1
"Microbacterium sp. Root1433D1",1
"Microbacterium sp. Root166",1
"Microbacterium sp. Root180",1
"Microbacterium sp. Root280D1",1
"Microbacterium sp. Root322",1
"Microbacterium sp. Root53",1
"Microbacterium sp. Root553",1
"Microbacterium sp. Root61",1
"Microbacterium sp. RU1D",1
"Microbacterium sp. RU33B",1
"Microbacterium sp. ru370.1",1
"Microbacterium sp. RURRCA19A",1
"Microbacterium sp. SA39",1
"Microbacterium sp. SUBG005",1
"Microbacterium sp. SZ1",1
"Microbacterium sp. T32",1
"Microbacterium sp. TNHR37B",1
"Microbacterium sp. TPU",1
"Microbacterium sp. TS-1",1
"Microbacterium sp. UCD-TDU",1
"Microbacterium sp. UNC423CL45Tsu",1
"Microbacterium sp. UNCCL10",1
"Microbacterium sp. URHA0036",1
"Microbacterium sp. XT11",1
"Microbacterium sp. Yaish",1
"Microbacterium sp. ZOR0019",1
"Microbacterium trichothecenolyticum",1
"Microbacterium xylanilyticum",1
"Microbacterium yannicii",1
"Microbispora sp. ATCC",1
"Microbispora sp. GKU",1
"Microbispora sp. GMKU363",1
"Microbispora sp. NBRC",1
"Microbispora sp. NRRL",1
"Microbulbifer donghaiensis",1
"Microbulbifer mangrovi",1
"Microbulbifer marinus",1
"Microbulbifer sp. HZ11",1
"Microbulbifer sp. Q7",1
"Microbulbifer sp. ZGT114",1
"Microbulbifer variabilis",1
"Microbulbifer yueqingensis",1
"Microcella alkaliphila",1
"Micrococcus aloeverae",1
"Micrococcus sp. CH3",1
"Micrococcus sp. CH7",1
"Micrococcus sp. FDAARGOS_333",1
"Micrococcus sp. HMSC067E09",1
"Micrococcus sp. HMSC30C05",1
"Micrococcus sp. HMSC31B01",1
"Micrococcus sp. KBS0714",1
"Micrococcus sp. MS-ASIII-49",1
"Micrococcus terreus",1
"Microcoleus sp. PCC",1
"Microcoleus vaginatus",1
"Microcystis panniformis",1
"Microcystis sp. LSC13-02",1
"Microcystis sp. T1-4",1
"Microcystis wesenbergii",1
"Microlunatus phosphovorus",1
"Microlunatus soli",1
"Micromonospora auratinigra",1
"Micromonospora avicenniae",1
"Micromonospora chaiyaphumensis",1
"Micromonospora chersina",1
"Micromonospora citrea",1
"Micromonospora coriariae",1
"Micromonospora coxensis",1
"Micromonospora cremea",1
"Micromonospora eburnea",1
"Micromonospora echinaurantiaca",1
"Micromonospora echinofusca",1
"Micromonospora globosa",1
"Micromonospora haikouensis",1
"Micromonospora halophytica",1
"Micromonospora humi",1
"Micromonospora inositola",1
"Micromonospora inyonensis",1
"Micromonospora krabiensis",1
"Micromonospora lupini",1
"Micromonospora marina",1
"Micromonospora matsumotoense",1
"Micromonospora mirobrigensis",1
"Micromonospora narathiwatensis",1
"Micromonospora nigra",1
"Micromonospora pallida",1
"Micromonospora parva",1
"Micromonospora pattaloongensis",1
"Micromonospora peucetia",1
"Micromonospora rhizosphaerae",1
"Micromonospora rosaria",1
"Micromonospora saelicesensis",1
"Micromonospora sediminicola",1
"Micromonospora siamensis",1
"Micromonospora sp. ATCC",1
"Micromonospora sp. CB01531",1
"Micromonospora sp. CNB394",1
"Micromonospora sp. HK10",1
"Micromonospora sp. II",1
"Micromonospora sp. L5",1
"Micromonospora sp. M42",1
"Micromonospora sp. NBRC",1
"Micromonospora sp. NBS",1
"Micromonospora sp. NRRL",1
"Micromonospora sp. Rc5",1
"Micromonospora sp. RV43",1
"Micromonospora sp. TSRI0369",1
"Micromonospora sp. WMMB235",1
"Micromonospora tulbaghiae",1
"Micromonospora viridifaciens",1
"Micromonospora wenchangensis",1
"Micromonospora yangpuensis",1
"Micromonospora zamorensis",1
"Microscilla marina",1
"Microtetraspora fusca",1
"Microtetraspora malaysiensis",1
"Microtetraspora niveoalba",1
"Microvirga flocculans",1
"Microvirga guangxiensis",1
"Microvirga lotononidis",1
"Microvirga lupini",1
"Microvirga sp. BSC39",1
"Microvirga vignae",1
"Microvirgula aerodenitrificans",1
"Milkweed yellows",1
"Millionella massiliensis",1
"Millisia brevis",1
"Minicystis rosea",1
"Mitsuaria chitosanitabida",1
"Mitsuaria sp. 7",1
"Mitsuaria sp. H24L5A",1
"Mitsuaria sp. HZ7",1
"Mitsuaria sp. PDC51",1
"Mitsuokella multacida",1
"Mitsuokella sp. oral",1
"Mizugakiibacter sediminis",1
"Mobilibacterium timonense",1
"Mobilicoccus massiliensis",1
"Mobilicoccus pelagius",1
"Modestobacter caceresii",1
"Modestobacter marinus",1
"Modestobacter sp. DSM",1
"Modestobacter sp. Leaf380",1
"Modestobacter sp. VKM",1
"Mogibacterium pumilum",1
"Mogibacterium sp. CM50",1
"Mogibacterium timidum",1
"Moheibacter sediminis",1
"Monashia flava",1
"Mongoliimonas terrestris",1
"Moorea bouillonii",1
"Moorella glycerini",1
"Moorella mulderi",1
"Moorella sp. 60_41",1
"Moraxella boevrei",1
"Moraxella bovis",1
"Moraxella canis",1
"Moraxella caprae",1
"Moraxella caviae",1
"Moraxella equi",1
"Moraxella lincolnii",1
"Moraxella macacae",1
"Moraxella oblonga",1
"Moraxella ovis",1
"Moraxella pluranimalium",1
"Moraxella porci",1
"Moraxella sp. HMSC061H09",1
"Moraxella sp. VT-16-12",1
"Morganella sp. EGD-HP17",1
"Morganella sp. GLFB",1
"Morganella sp. HMSC11D09",1
"Moritella dasanensis",1
"Moritella sp. JT01",1
"Moritella sp. PE36",1
"Moritella viscosa",1
"Motiliproteus sp. MSK22-1",1
"Mucilaginibacter gossypii",1
"Mucilaginibacter gossypiicola",1
"Mucilaginibacter gotjawali",1
"Mucilaginibacter lappiensis",1
"Mucilaginibacter mallensis",1
"Mucilaginibacter paludis",1
"Mucilaginibacter pedocola",1
"Mucilaginibacter pineti",1
"Mucilaginibacter sp. 44-25",1
"Mucilaginibacter sp. BJC16-A31",1
"Mucilaginibacter sp. L294",1
"Mucilaginibacter sp. MD40",1
"Mucilaginibacter sp. NFR10",1
"Mucilaginibacter sp. OK098",1
"Mucilaginibacter sp. OK268",1
"Mucilaginibacter sp. OK283",1
"Mucilaginibacter sp. PAMC",1
"Mucilaginibacter sp. PPCGB",1
"Mucinivorans hirudinis",1
"Mumia flava",1
"Murdochiella massiliensis",1
"Murdochiella sp. Marseille-P2341",1
"Muribacter muris",1
"Muribaculum intestinale",1
"Muribaculum sp. An287",1
"Muribaculum sp. An289",1
"Muricauda lutaonensis",1
"Muricauda ruestringensis",1
"Muricauda sp. CP2A",1
"Muricauda sp. MAR_2010_75",1
"Muricauda sp. TMED12",1
"Mycetocola miduiensis",1
"Mycetocola reblochoni",1
"Mycobacterium acapulcensis",1
"Mycobacterium algericum",1
"Mycobacterium alsense",1
"Mycobacterium angelicum",1
"Mycobacterium aquaticum",1
"Mycobacterium arosiense",1
"Mycobacterium austroafricanum",1
"Mycobacterium bacteremicum",1
"Mycobacterium boenickei",1
"Mycobacterium bouchedurhonense",1
"Mycobacterium branderi",1
"Mycobacterium brisbanense",1
"Mycobacterium brumae",1
"Mycobacterium celeriflavum",1
"Mycobacterium confluentis",1
"Mycobacterium conspicuum",1
"Mycobacterium cosmeticum",1
"Mycobacterium crocinum",1
"Mycobacterium doricum",1
"Mycobacterium engbaekii",1
"Mycobacterium fallax",1
"Mycobacterium farcinogenes",1
"Mycobacterium flavescens",1
"Mycobacterium florentinum",1
"Mycobacterium fluoranthenivorans",1
"Mycobacterium fragae",1
"Mycobacterium genavense",1
"Mycobacterium goodii",1
"Mycobacterium hassiacum",1
"Mycobacterium heidelbergense",1
"Mycobacterium hiberniae",1
"Mycobacterium hodleri",1
"Mycobacterium holsaticum",1
"Mycobacterium houstonense",1
"Mycobacterium icosiumassiliensis",1
"Mycobacterium indicus",1
"Mycobacterium insubricum",1
"Mycobacterium komanii",1
"Mycobacterium koreense",1
"Mycobacterium kubicae",1
"Mycobacterium lacus",1
"Mycobacterium lentiflavum",1
"Mycobacterium lepraemurium",1
"Mycobacterium liflandii",1
"Mycobacterium litorale",1
"Mycobacterium longobardum",1
"Mycobacterium malmesburyense",1
"Mycobacterium mantenii",1
"Mycobacterium microti",1
"Mycobacterium minnesotense",1
"Mycobacterium monacense",1
"Mycobacterium moriokaense",1
"Mycobacterium mungi",1
"Mycobacterium neworleansense",1
"Mycobacterium noviomagense",1
"Mycobacterium novocastrense",1
"Mycobacterium orygis",1
"Mycobacterium palustre",1
"Mycobacterium paraffinicum",1
"Mycobacterium parafortuitum",1
"Mycobacterium paraintracellulare",1
"Mycobacterium parascrofulaceum",1
"Mycobacterium paraseoulense",1
"Mycobacterium parmense",1
"Mycobacterium persicum",1
"Mycobacterium pseudoshottsii",1
"Mycobacterium pyrenivorans",1
"Mycobacterium riyadhense",1
"Mycobacterium saskatchewanense",1
"Mycobacterium senuense",1
"Mycobacterium septicum",1
"Mycobacterium shigaense",1
"Mycobacterium shinjukuense",1
"Mycobacterium sp. (ex",1
"Mycobacterium sp. 012931",1
"Mycobacterium sp. 1081908.1",1
"Mycobacterium sp. 1100029.7",1
"Mycobacterium sp. 1137317.9",1
"Mycobacterium sp. 1164966.3",1
"Mycobacterium sp. 1164985.4",1
"Mycobacterium sp. 1165178.9",1
"Mycobacterium sp. 1165196.3",1
"Mycobacterium sp. 1165549.7",1
"Mycobacterium sp. 1245111.1",1
"Mycobacterium sp. 1245499.0",1
"Mycobacterium sp. 1245801.1",1
"Mycobacterium sp. 1245805.9",1
"Mycobacterium sp. 1245852.3",1
"Mycobacterium sp. 1274756.6",1
"Mycobacterium sp. 1274761.0",1
"Mycobacterium sp. 141",1
"Mycobacterium sp. 1423905.2",1
"Mycobacterium sp. 1465703.0",1
"Mycobacterium sp. 1477680.9",1
"Mycobacterium sp. 1482268.1",1
"Mycobacterium sp. 1482292.6",1
"Mycobacterium sp. 155",1
"Mycobacterium sp. 1554424.7",1
"Mycobacterium sp. 20-66-4",1
"Mycobacterium sp. 24999",1
"Mycobacterium sp. 27335",1
"Mycobacterium sp. 283mftsu",1
"Mycobacterium sp. 360MFTsu5.1",1
"Mycobacterium sp. 365mftsu",1
"Mycobacterium sp. 455mf",1
"Mycobacterium sp. 852002-10029_SCH5224772",1
"Mycobacterium sp. 852002-10318_SCH4845932",1
"Mycobacterium sp. 852002-10379_SCH5584320",1
"Mycobacterium sp. 852002-30065_SCH5024008",1
"Mycobacterium sp. 852002-40037_SCH5390672",1
"Mycobacterium sp. 852002-50816_SCH5313054-b",1
"Mycobacterium sp. 852002-51057_SCH5723018",1
"Mycobacterium sp. 852002-51152_SCH6134967",1
"Mycobacterium sp. 852002-51163_SCH5372311",1
"Mycobacterium sp. 852002-51296_SCH5728562-a",1
"Mycobacterium sp. 852002-51613_SCH5001154",1
"Mycobacterium sp. 852002-51759_SCH5129042",1
"Mycobacterium sp. 852002-51961_SCH5331710",1
"Mycobacterium sp. 852002-51971_SCH5477799-a",1
"Mycobacterium sp. 852002-53434_SCH5985345",1
"Mycobacterium sp. 852013-50091_SCH5140682",1
"Mycobacterium sp. 852013-50142_SCH4511227",1
"Mycobacterium sp. 852013-51886_SCH5428379",1
"Mycobacterium sp. 852014-50255_SCH5639931",1
"Mycobacterium sp. 852014-51730_SCH5271717",1
"Mycobacterium sp. 852014-52144_SCH5372336",1
"Mycobacterium sp. 852014-52450_SCH5900713",1
"Mycobacterium sp. 88mf",1
"Mycobacterium sp. 96-892",1
"Mycobacterium sp. AB215",1
"Mycobacterium sp. AB308",1
"Mycobacterium sp. AB57",1
"Mycobacterium sp. ACS1612",1
"Mycobacterium sp. ACS4054",1
"Mycobacterium sp. ACS4331",1
"Mycobacterium sp. AFP003",1
"Mycobacterium sp. AT1",1
"Mycobacterium sp. D16Q13",1
"Mycobacterium sp. D16Q14",1
"Mycobacterium sp. D16Q16",1
"Mycobacterium sp. D16Q20",1
"Mycobacterium sp. D16R12",1
"Mycobacterium sp. D16R18",1
"Mycobacterium sp. D16R24",1
"Mycobacterium sp. D17A2",1
"Mycobacterium sp. djl-10",1
"Mycobacterium sp. E1214",1
"Mycobacterium sp. E1319",1
"Mycobacterium sp. E136",1
"Mycobacterium sp. E1386",1
"Mycobacterium sp. E152",1
"Mycobacterium sp. E1715",1
"Mycobacterium sp. E1747",1
"Mycobacterium sp. E183",1
"Mycobacterium sp. E188",1
"Mycobacterium sp. E2238",1
"Mycobacterium sp. E2327",1
"Mycobacterium sp. E2462",1
"Mycobacterium sp. E2479",1
"Mycobacterium sp. E2497",1
"Mycobacterium sp. E2660",1
"Mycobacterium sp. E2699",1
"Mycobacterium sp. E2733",1
"Mycobacterium sp. E2978",1
"Mycobacterium sp. E2989",1
"Mycobacterium sp. E3078",1
"Mycobacterium sp. E3121",1
"Mycobacterium sp. E3198",1
"Mycobacterium sp. E3247",1
"Mycobacterium sp. E3251",1
"Mycobacterium sp. E3298",1
"Mycobacterium sp. E3305",1
"Mycobacterium sp. E3339",1
"Mycobacterium sp. E342",1
"Mycobacterium sp. E735",1
"Mycobacterium sp. E740",1
"Mycobacterium sp. E787",1
"Mycobacterium sp. E796",1
"Mycobacterium sp. E802",1
"Mycobacterium sp. EPa45",1
"Mycobacterium sp. EPM10906",1
"Mycobacterium sp. GA-0227b",1
"Mycobacterium sp. GA-1199",1
"Mycobacterium sp. GA-1285",1
"Mycobacterium sp. GA-1331",1
"Mycobacterium sp. GA-1379",1
"Mycobacterium sp. GA-1683",1
"Mycobacterium sp. GA-1841",1
"Mycobacterium sp. GA-1999",1
"Mycobacterium sp. GA-2613",1
"Mycobacterium sp. GA-2617",1
"Mycobacterium sp. GA-2829",1
"Mycobacterium sp. GA-2945b",1
"Mycobacterium sp. H001",1
"Mycobacterium sp. H002",1
"Mycobacterium sp. H003",1
"Mycobacterium sp. H054",1
"Mycobacterium sp. H063",1
"Mycobacterium sp. H070",1
"Mycobacterium sp. H072",1
"Mycobacterium sp. H079",1
"Mycobacterium sp. H092",1
"Mycobacterium sp. H101",1
"Mycobacterium sp. H110",1
"Mycobacterium sp. H4Y",1
"Mycobacterium sp. HXVII",1
"Mycobacterium sp. HXXIII",1
"Mycobacterium sp. IEC1808",1
"Mycobacterium sp. IS-1264",1
"Mycobacterium sp. IS-1496",1
"Mycobacterium sp. IS-1556",1
"Mycobacterium sp. IS-1590",1
"Mycobacterium sp. IS-1742",1
"Mycobacterium sp. IS-1744",1
"Mycobacterium sp. IS-2888",1
"Mycobacterium sp. IS-3022",1
"Mycobacterium sp. IS-836",1
"Mycobacterium sp. JLS",1
"Mycobacterium sp. JS623",1
"Mycobacterium sp. KMS",1
"Mycobacterium sp. M26",1
"Mycobacterium sp. MAC_011194_8550",1
"Mycobacterium sp. MAC_080597_8934",1
"Mycobacterium sp. MCS",1
"Mycobacterium sp. MOTT36Y",1
"Mycobacterium sp. MS1601",1
"Mycobacterium sp. NAZ190054",1
"Mycobacterium sp. NRRL",1
"Mycobacterium sp. NS-7484",1
"Mycobacterium sp. PH-06",1
"Mycobacterium sp. QIA-37",1
"Mycobacterium sp. Root135",1
"Mycobacterium sp. Root265",1
"Mycobacterium sp. SCH",1
"Mycobacterium sp. Soil538",1
"Mycobacterium sp. SP-6446",1
"Mycobacterium sp. ST-F2",1
"Mycobacterium sp. SWH-M1",1
"Mycobacterium sp. SWH-M3",1
"Mycobacterium sp. SWH-M5",1
"Mycobacterium sp. TBL",1
"Mycobacterium sp. TKK-01-0059",1
"Mycobacterium sp. UM_11",1
"Mycobacterium sp. UM_3",1
"Mycobacterium sp. UM_CSW",1
"Mycobacterium sp. UM_Kg1",1
"Mycobacterium sp. UM_Kg17",1
"Mycobacterium sp. UM_Kg27",1
"Mycobacterium sp. UM_NYF",1
"Mycobacterium sp. UM_NZ2",1
"Mycobacterium sp. UM_RHS",1
"Mycobacterium sp. UM_WGJ",1
"Mycobacterium sp. UM_WWY",1
"Mycobacterium sp. UNC267MFSha1.1M11",1
"Mycobacterium sp. UNC280MFTsu5.1",1
"Mycobacterium sp. UNC410CL29Cvi84",1
"Mycobacterium sp. UNCCL9",1
"Mycobacterium sp. URHB0044",1
"Mycobacterium sp. URHD0025",1
"Mycobacterium sp. WY10",1
"Mycobacterium sp. YC-RL4",1
"Mycobacterium sphagni",1
"Mycobacterium stephanolepidis",1
"Mycobacterium talmoniae",1
"Mycobacterium timonense",1
"Mycobacterium triplex",1
"Mycobacterium vanbaalenii",1
"Mycoplasma alkalescens",1
"Mycoplasma alligatoris",1
"Mycoplasma alvi",1
"Mycoplasma anatis",1
"Mycoplasma anseris",1
"Mycoplasma arthritidis",1
"Mycoplasma auris",1
"Mycoplasma bovoculi",1
"Mycoplasma buteonis",1
"Mycoplasma canadense",1
"Mycoplasma cloacale",1
"Mycoplasma collis",1
"Mycoplasma columborale",1
"Mycoplasma conjunctivae",1
"Mycoplasma cricetuli",1
"Mycoplasma crocodyli",1
"Mycoplasma cynos",1
"Mycoplasma dispar",1
"Mycoplasma elephantis",1
"Mycoplasma felifaucium",1
"Mycoplasma felis",1
"Mycoplasma feriruminatoris",1
"Mycoplasma gallinaceum",1
"Mycoplasma glycophilum",1
"Mycoplasma haemocanis",1
"Mycoplasma imitans",1
"Mycoplasma iners",1
"Mycoplasma leonicaptivi",1
"Mycoplasma lipofaciens",1
"Mycoplasma moatsii",1
"Mycoplasma mobile",1
"Mycoplasma molare",1
"Mycoplasma opalescens",1
"Mycoplasma orale",1
"Mycoplasma ovis",1
"Mycoplasma parvum",1
"Mycoplasma penetrans",1
"Mycoplasma primatum",1
"Mycoplasma pullorum",1
"Mycoplasma pulmonis",1
"Mycoplasma salivarium",1
"Mycoplasma simbae",1
"Mycoplasma sp. (ex",1
"Mycoplasma sp. Bg1",1
"Mycoplasma sp. Bg2",1
"Mycoplasma sp. CAG-472",1
"Mycoplasma sp. CAG-611",1
"Mycoplasma sp. CAG-611_25_7",1
"Mycoplasma sp. CAG-776",1
"Mycoplasma sp. CAG-877",1
"Mycoplasma sp. CAG-956",1
"Mycoplasma sp. HU2014",1
"Mycoplasma spumans",1
"Mycoplasma sturni",1
"Mycoplasma testudineum",1
"Mycoplasma testudinis",1
"Mycoplasma verecundum",1
"Mycoplasma wenyonii",1
"Myroides guanonis",1
"Myroides injenensis",1
"Myroides phaeus",1
"Myroides sp. A21",1
"Myroides sp. N17-2",1
"Myroides sp. ZB35",1
"Myroides xuanwuensis",1
"Myxococcus hansupus",1
"Myxococcus macrosporus",1
"Myxococcus stipitatus",1
"Myxococcus virescens",1
"Myxosarcina sp. GI1",1
"Nafulsella turpanensis",1
"Nakamurella lactea",1
"Nakamurella multipartita",1
"Nakamurella panacisegetis",1
"Natranaerobius thermophilus",1
"Natranaerobius trueperi",1
"Natribacillus halophilus",1
"Natronincola ferrireducens",1
"Natronincola peptidivorans",1
"Natronohydrobacter thiooxidans",1
"Nautella sp. ECSMB14104",1
"Nautilia profundicola",1
"Necropsobacter massiliensis",1
"Necropsobacter rosorum",1
"Negativibacillus massiliensis",1
"Negativicoccus massiliensis",1
"Negativicoccus succinicivorans",1
"Neglecta timonensis",1
"Neiella marina",1
"Neisseria animaloris",1
"Neisseria arctica",1
"Neisseria canis",1
"Neisseria cinerea",1
"Neisseria dentiae",1
"Neisseria macacae",1
"Neisseria shayeganii",1
"Neisseria sp. 10022",1
"Neisseria sp. 10023",1
"Neisseria sp. 74A18",1
"Neisseria sp. 83E34",1
"Neisseria sp. GT4A_CT1",1
"Neisseria sp. HMSC03D10",1
"Neisseria sp. HMSC055F11",1
"Neisseria sp. HMSC055H02",1
"Neisseria sp. HMSC056A03",1
"Neisseria sp. HMSC056A04",1
"Neisseria sp. HMSC058F07",1
"Neisseria sp. HMSC059F02",1
"Neisseria sp. HMSC061B04",1
"Neisseria sp. HMSC061E12",1
"Neisseria sp. HMSC061H08",1
"Neisseria sp. HMSC063B05",1
"Neisseria sp. HMSC064D07",1
"Neisseria sp. HMSC064E01",1
"Neisseria sp. HMSC064F03",1
"Neisseria sp. HMSC064F04",1
"Neisseria sp. HMSC065C04",1
"Neisseria sp. HMSC065D04",1
"Neisseria sp. HMSC066B07",1
"Neisseria sp. HMSC066F04",1
"Neisseria sp. HMSC066H01",1
"Neisseria sp. HMSC067G11",1
"Neisseria sp. HMSC067G12",1
"Neisseria sp. HMSC067H04",1
"Neisseria sp. HMSC067H09",1
"Neisseria sp. HMSC068C04",1
"Neisseria sp. HMSC068C12",1
"Neisseria sp. HMSC069H12",1
"Neisseria sp. HMSC06F02",1
"Neisseria sp. HMSC070A01",1
"Neisseria sp. HMSC070E12",1
"Neisseria sp. HMSC070F02",1
"Neisseria sp. HMSC070H10",1
"Neisseria sp. HMSC071A01",1
"Neisseria sp. HMSC071B12",1
"Neisseria sp. HMSC071C03",1
"Neisseria sp. HMSC072B12",1
"Neisseria sp. HMSC072C05",1
"Neisseria sp. HMSC072F04",1
"Neisseria sp. HMSC073B07",1
"Neisseria sp. HMSC073G10",1
"Neisseria sp. HMSC074B07",1
"Neisseria sp. HMSC075C10",1
"Neisseria sp. HMSC075C12",1
"Neisseria sp. HMSC077D05",1
"Neisseria sp. HMSC078C12",1
"Neisseria sp. HMSC078H04",1
"Neisseria sp. HMSC15C08",1
"Neisseria sp. HMSC15G01",1
"Neisseria sp. HMSC31F04",1
"Neisseria sp. HMSC70E02",1
"Neisseria sp. KEM232",1
"Neisseria sp. N95_16",1
"Neisseria subflava",1
"Neisseria wadsworthii",1
"Neoasaia chiangmaiensis",1
"Neochlamydia sp. EPS4",1
"Neochlamydia sp. S13",1
"Neochlamydia sp. TUME1",1
"Neofamilia massiliensis",1
"Neokomagataea thailandica",1
"Neomicrococcus aestuarii",1
"Neorickettsia helminthoeca",1
"Neorickettsia risticii",1
"Neorickettsia sennetsu",1
"Neorickettsia sp. 179522",1
"Neosynechococcus sphagnicola",1
"Neptuniibacter caesariensis",1
"Neptuniibacter marinus",1
"Neptuniibacter pectenicola",1
"Neptuniibacter sp. Phe_28",1
"Neptunomonas japonica",1
"Neptunomonas qingdaonensis",1
"Nesterenkonia alba",1
"Nesterenkonia jeotgali",1
"Nesterenkonia massiliensis",1
"Nesterenkonia sp. AN1",1
"Nesterenkonia sp. F",1
"Nesterenkonia sp. JCM",1
"Nesterenkonia sp. PF2B19",1
"Nevskia ramosa",1
"Nevskia soli",1
"Niabella aurantiaca",1
"Niabella drilacis",1
"Niabella ginsenosidivorans",1
"Niabella soli",1
"Niabella sp. SCN",1
"Niameybacter massiliensis",1
"Niastella populi",1
"Niastella sp. SCN",1
"Niastella vici",1
"Nioella nitratireducens",1
"Nioella sediminis",1
"Nisaea denitrificans",1
"Nissabacter archeti",1
"Nitratifractor salsuginis",1
"Nitratireductor pacificus",1
"Nitratireductor soli",1
"Nitratireductor sp. ES.061",1
"Nitratiruptor sp. SB155-2",1
"Nitratiruptor tergarcus",1
"nitrifying bacterium",1
"Nitriliruptor alkaliphilus",1
